track_title,track_n,line,word
The First Time I Ever Saw Your Face,12,2,eyes
The First Time I Ever Saw Your Face,12,3,moon
The First Time I Ever Saw Your Face,12,3,stars
The First Time I Ever Saw Your Face,12,3,gifts
The First Time I Ever Saw Your Face,12,4,dark
The First Time I Ever Saw Your Face,12,4,empty
The First Time I Ever Saw Your Face,12,4,skies
The First Time I Ever Saw Your Face,12,4,love
The First Time I Ever Saw Your Face,12,5,time
The First Time I Ever Saw Your Face,12,5,kissed
The First Time I Ever Saw Your Face,12,5,mouth
The First Time I Ever Saw Your Face,12,6,earth
The First Time I Ever Saw Your Face,12,6,move
The First Time I Ever Saw Your Face,12,6,hand
The First Time I Ever Saw Your Face,12,7,trembling
The First Time I Ever Saw Your Face,12,7,heart
The First Time I Ever Saw Your Face,12,7,captive
The First Time I Ever Saw Your Face,12,7,bird
The First Time I Ever Saw Your Face,12,8,command
The First Time I Ever Saw Your Face,12,8,love
The First Time I Ever Saw Your Face,12,9,time
The First Time I Ever Saw Your Face,12,9,lay
The First Time I Ever Saw Your Face,12,10,heart
The First Time I Ever Saw Your Face,12,10,close
The First Time I Ever Saw Your Face,12,10,mine
The First Time I Ever Saw Your Face,12,11,time
All the Way (Ft. Frank Sinatra),13,1,loves
All the Way (Ft. Frank Sinatra),13,2,loves
All the Way (Ft. Frank Sinatra),13,3,happy
All the Way (Ft. Frank Sinatra),13,4,cheer
All the Way (Ft. Frank Sinatra),13,5,taller
All the Way (Ft. Frank Sinatra),13,5,tallest
All the Way (Ft. Frank Sinatra),13,5,tree
All the Way (Ft. Frank Sinatra),13,6,feel
All the Way (Ft. Frank Sinatra),13,7,deeper
All the Way (Ft. Frank Sinatra),13,7,deep
All the Way (Ft. Frank Sinatra),13,7,blue
All the Way (Ft. Frank Sinatra),13,7,sea
All the Way (Ft. Frank Sinatra),13,8,deep
All the Way (Ft. Frank Sinatra),13,8,real
All the Way (Ft. Frank Sinatra),13,13,lean
All the Way (Ft. Frank Sinatra),13,17,road
All the Way (Ft. Frank Sinatra),13,17,lead
All the Way (Ft. Frank Sinatra),13,18,fool
All the Way (Ft. Frank Sinatra),13,19,fool
All the Way (Ft. Frank Sinatra),13,20,love
All the Way (Ft. Frank Sinatra),13,21,gonna
All the Way (Ft. Frank Sinatra),13,21,love
All the Way (Ft. Frank Sinatra),13,22,taller
All the Way (Ft. Frank Sinatra),13,22,tallest
All the Way (Ft. Frank Sinatra),13,22,tree
All the Way (Ft. Frank Sinatra),13,23,feel
All the Way (Ft. Frank Sinatra),13,24,deeper
All the Way (Ft. Frank Sinatra),13,24,deep
All the Way (Ft. Frank Sinatra),13,24,blue
All the Way (Ft. Frank Sinatra),13,24,sea
All the Way (Ft. Frank Sinatra),13,25,deep
All the Way (Ft. Frank Sinatra),13,25,real
All the Way (Ft. Frank Sinatra),13,29,lean
All the Way (Ft. Frank Sinatra),13,33,road
All the Way (Ft. Frank Sinatra),13,33,lead
All the Way (Ft. Frank Sinatra),13,34,fool
All the Way (Ft. Frank Sinatra),13,35,love
All the Way (Ft. Frank Sinatra),13,36,gonna
All the Way (Ft. Frank Sinatra),13,36,love
All the Way (Ft. Frank Sinatra),13,37,gonna
All the Way (Ft. Frank Sinatra),13,37,love
Then You Look At Me,14,1,laugh
Then You Look At Me,14,1,cry
Then You Look At Me,14,2,live
Then You Look At Me,14,2,die
Then You Look At Me,14,3,life
Then You Look At Me,14,3,dream
Then You Look At Me,14,3,dreaming
Then You Look At Me,14,4,day
Then You Look At Me,14,4,day
Then You Look At Me,14,6,soul
Then You Look At Me,14,6,meaning
Then You Look At Me,14,9,searching
Then You Look At Me,14,10,lost
Then You Look At Me,14,12,lost
Then You Look At Me,14,12,anymore
Then You Look At Me,14,13,people
Then You Look At Me,14,13,run
Then You Look At Me,14,14,sun
Then You Look At Me,14,14,sun
Then You Look At Me,14,15,caught
Then You Look At Me,14,15,lives
Then You Look At Me,14,15,flowing
Then You Look At Me,14,16,begun
Then You Look At Me,14,17,life
Then You Look At Me,14,21,reason
Then You Look At Me,14,21,love
Then You Look At Me,14,21,life
Then You Look At Me,14,22,lost
Then You Look At Me,14,23,love
Then You Look At Me,14,24,life
Then You Look At Me,14,24,running
Then You Look At Me,14,25,life
Then You Look At Me,14,25,running
Then You Look At Me,14,26,life
I Want You To Need Me,15,NA,NA
Live (For the One I Love),16,1,million
Live (For the One I Love),16,1,stars
Live (For the One I Love),16,1,light
Live (For the One I Love),16,2,beautiful
Live (For the One I Love),16,2,night
Live (For the One I Love),16,3,night
Live (For the One I Love),16,3,die
Live (For the One I Love),16,4,sing
Live (For the One I Love),16,4,dance
Live (For the One I Love),16,5,beneath
Live (For the One I Love),16,5,sky
Live (For the One I Love),16,6,love
Live (For the One I Love),16,7,chance
Live (For the One I Love),16,7,live
Live (For the One I Love),16,8,live
Live (For the One I Love),16,9,love
Live (For the One I Love),16,10,love
Live (For the One I Love),16,11,loved
Live (For the One I Love),16,13,return
Live (For the One I Love),16,14,free
Live (For the One I Love),16,14,free
Live (For the One I Love),16,15,free
Live (For the One I Love),16,16,free
Live (For the One I Love),16,16,day
Live (For the One I Love),16,18,wild
Live (For the One I Love),16,18,bird
Live (For the One I Love),16,18,free
Live (For the One I Love),16,19,life
Live (For the One I Love),16,20,live
Live (For the One I Love),16,21,love
Live (For the One I Love),16,22,love
Live (For the One I Love),16,23,loved
Live (For the One I Love),16,25,return
Live (For the One I Love),16,26,world
Live (For the One I Love),16,26,tears
Live (For the One I Love),16,27,heart
Live (For the One I Love),16,28,world
Live (For the One I Love),16,28,hear
Live (For the One I Love),16,28,cry
Live (For the One I Love),16,29,die
Live (For the One I Love),16,30,love
Live (For the One I Love),16,30,die
Live (For the One I Love),16,31,love
Live (For the One I Love),16,31,change
Live (For the One I Love),16,31,world
Live (For the One I Love),16,32,live
Live (For the One I Love),16,33,love
Live (For the One I Love),16,34,love
Live (For the One I Love),16,35,loved
Live (For the One I Love),16,37,return
Live (For the One I Love),16,38,love
Live (For the One I Love),16,38,love
Live (For the One I Love),16,38,wears
Live (For the One I Love),16,39,die
Live (For the One I Love),16,39,love
Live (For the One I Love),16,39,stay
Live (For the One I Love),16,40,love
Live (For the One I Love),16,40,stay
